2019-四月-10 14:05:04.167 INFO  [main] o.a.c.c.StandardService - Starting service [Tomcat]
2019-四月-10 14:05:04.167 INFO  [main] o.a.c.c.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-四月-10 14:05:04.173 INFO  [main] o.a.c.c.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.21] using APR version [1.6.5].
2019-四月-10 14:05:04.173 INFO  [main] o.a.c.c.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-四月-10 14:05:04.173 INFO  [main] o.a.c.c.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-四月-10 14:05:04.177 INFO  [main] o.a.c.c.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1a  20 Nov 2018]
2019-四月-10 14:05:04.286 INFO  [main] o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
2019-四月-10 14:05:04.287 INFO  [main] o.s.w.c.ContextLoader - Root WebApplicationContext: initialization completed in 1675 ms
2019-四月-10 14:05:05.027 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-四月-10 14:05:05.590 INFO  [main] o.s.b.w.e.t.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
